nro_reuniao,dataReferencia,para_idx,text,char_len,word_count,label,label_auto
264,2024-07-31,9,"Votaram por essa decisão os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Gabriel Muricca Galípolo, Otávio Ribeiro Damaso, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",292,43,,votacao
264,2024-07-31,11,"* A comunicação da projeção para seis trimestres à frente, correspondendo ao primeiro trimestre de 2026, atual horizonte relevante de política monetária, está em consonância com a nova sistemática de meta para a inflação estabelecida pelo Decreto 12.079/2024 com vigência a partir de 1º de janeiro de 2025.",306,48,,inflacao
264,2024-07-31,12,"** Em seu cenário de referência, no qual a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,55/US$, evoluindo segundo a paridade do poder de compra (PPC), as projeções de inflação do Copom para os anos-calendário situam-se em 4,2% para 2024 e 3,6% para 2025. Nesse cenário, as projeções para a inflação de preços administrados são de 5,0% em 2024 e 4,0% em 2025. No cenário alternativo, no qual a taxa Selic é mantida constante ao longo do horizonte relevante, as projeções de inflação situam-se em 4,2% para 2024 e 3,4% para 2025. Em ambos os cenários, o preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento usual.",876,154,,premissas
265,2024-09-18,0,"O ambiente externo permanece desafiador, em função do momento de inflexão do ciclo econômico nos Estados Unidos, o que suscita maiores dúvidas sobre os ritmos da desaceleração, da desinflação e, consequentemente, sobre a postura do Fed. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário externo, também marcado por menor sincronia nos ciclos de política monetária entre os países, segue exigindo cautela por parte de países emergentes.",610,93,,cenario_externo
265,2024-09-18,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho tem apresentado dinamismo maior do que o esperado, o que levou a uma reavaliação do hiato para o campo positivo. A inflação medida pelo IPCA cheio assim como medidas de inflação subjacente se situaram acima da meta para a inflação nas divulgações mais recentes.",369,61,,atividade
265,2024-09-18,2,"As expectativas de inflação para 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 4,4% e 4,0%, respectivamente. A projeção de inflação do Copom para o primeiro trimestre de 2026, atual horizonte relevante de política monetária, situa-se em 3,5% no cenário de referência (Tabela 1).",298,47,,tabela
265,2024-09-18,3,"O Comitê avalia que há uma assimetria altista em seu balanço de riscos para os cenários prospectivos para a inflação. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma desancoragem das expectativas de inflação por período mais prolongado; (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado; e (iii) uma conjunção de políticas econômicas externa e interna que tenham impacto inflacionário, por exemplo, por meio de uma taxa de câmbio persistentemente mais depreciada. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sobre a desinflação global se mostrarem mais fortes do que o esperado.",822,131,,riscos_alta
265,2024-09-18,4,"O Comitê monitora com atenção como os desenvolvimentos recentes da política fiscal impactam a política monetária e os ativos financeiros. A percepção dos agentes econômicos sobre o cenário fiscal, junto com outros fatores, tem impactado os preços de ativos e as expectativas dos agentes. O Comitê reafirma que uma política fiscal crível e comprometida com a sustentabilidade da dívida contribui para a ancoragem das expectativas de inflação e para a redução dos prêmios de risco dos ativos financeiros, consequentemente impactando a política monetária.",552,83,,expectativas
265,2024-09-18,5,"O cenário, marcado por resiliência na atividade, pressões no mercado de trabalho, hiato do produto positivo, elevação das projeções de inflação e expectativas desancoradas, demanda uma política monetária mais contracionista. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,25 ponto percentual, para 10,75% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",807,122,,decisao
265,2024-09-18,6,"O ritmo de ajustes futuros na taxa de juros e a magnitude total do ciclo ora iniciado serão ditados pelo firme compromisso de convergência da inflação à meta e dependerão da evolução da dinâmica da inflação, em especial dos componentes mais sensíveis à atividade econômica e à política monetária, das projeções de inflação, das expectativas de inflação, do hiato do produto e do balanço de riscos.",397,66,,expectativas
265,2024-09-18,7,"Votaram por essa decisão os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Gabriel Muricca Galípolo, Otávio Ribeiro Damaso, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",292,43,,votacao
265,2024-09-18,10,Projeções de inflação no cenário de referência,46,7,,inflacao
265,2024-09-18,11,Variação do IPCA acumulada em quatro trimestres (%),51,8,,inflacao
265,2024-09-18,12,"No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,60/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""amarela"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento usual.",464,80,,premissas
266,2024-11-06,1,"O ambiente externo permanece desafiador, em função, principalmente, da conjuntura econômica incerta nos Estados Unidos, o que suscita maiores dúvidas sobre os ritmos da desaceleração, da desinflação e, consequentemente, sobre a postura do Fed. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário externo, também marcado por menor sincronia nos ciclos de política monetária entre os países, segue exigindo cautela por parte de países emergentes.",617,91,,cenario_externo
266,2024-11-06,2,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho segue apresentando dinamismo. A inflação cheia e as medidas subjacentes se situaram acima da meta para a inflação nas divulgações mais recentes.",252,39,,atividade
266,2024-11-06,3,"As expectativas de inflação para 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 4,6% e 4,0%, respectivamente. A projeção de inflação do Copom para o segundo trimestre de 2026, atual horizonte relevante de política monetária, situa-se em 3,6% no cenário de referência (Tabela 1).",297,47,,tabela
266,2024-11-06,4,"O Comitê avalia que há uma assimetria altista em seu balanço de riscos para os cenários prospectivos para a inflação. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma desancoragem das expectativas de inflação por período mais prolongado; (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado; e (iii) uma conjunção de políticas econômicas externa e interna que tenham impacto inflacionário, por exemplo, por meio de uma taxa de câmbio persistentemente mais depreciada. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sobre a desinflação global se mostrarem mais fortes do que o esperado.",822,131,,riscos_alta
266,2024-11-06,5,"O Comitê tem acompanhado com atenção como os desenvolvimentos recentes da política fiscal impactam a política monetária e os ativos financeiros. A percepção dos agentes econômicos sobre o cenário fiscal tem afetado, de forma relevante, os preços de ativos e as expectativas dos agentes, especialmente o prêmio de risco e a taxa de câmbio. O Comitê reafirma que uma política fiscal crível e comprometida com a sustentabilidade da dívida, com a apresentação e execução de medidas estruturais para o orçamento fiscal, contribuirá para a ancoragem das expectativas de inflação e para a redução dos prêmios de risco dos ativos financeiros, consequentemente impactando a política monetária.",684,105,,expectativas
266,2024-11-06,6,"O cenário segue marcado por resiliência na atividade, pressões no mercado de trabalho, hiato do produto positivo, elevação das projeções de inflação e expectativas desancoradas, o que demanda uma política monetária mais contracionista. Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, elevar a taxa básica de juros em 0,50 ponto percentual, para 11,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",818,125,,decisao
266,2024-11-06,7,"O ritmo de ajustes futuros na taxa de juros e a magnitude total do ciclo de aperto monetário serão ditados pelo firme compromisso de convergência da inflação à meta e dependerão da evolução da dinâmica da inflação, em especial dos componentes mais sensíveis à atividade econômica e à política monetária, das projeções de inflação, das expectativas de inflação, do hiato do produto e do balanço de riscos.",404,67,,expectativas
266,2024-11-06,8,"Votaram por essa decisão os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Gabriel Muricca Galípolo, Otávio Ribeiro Damaso, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",292,43,,votacao
266,2024-11-06,11,Projeções de inflação no cenário de referência,46,7,,inflacao
266,2024-11-06,12,Variação do IPCA acumulada em quatro trimestres (%),51,8,,inflacao
266,2024-11-06,13,"No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,75/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária “amarela"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento usual.",464,80,,premissas
267,2024-12-11,0,"O ambiente externo permanece desafiador, em função, principalmente, da conjuntura econômica nos Estados Unidos, o que suscita maiores dúvidas sobre os ritmos da desaceleração, da desinflação e, consequentemente, sobre a postura do Fed. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário externo segue exigindo cautela por parte de países emergentes.",523,77,,cenario_externo
267,2024-12-11,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho segue apresentando dinamismo, com destaque para a divulgação do PIB do terceiro trimestre, que indicou abertura adicional do hiato. A inflação cheia e as medidas subjacentes têm se situado acima da meta para a inflação e apresentaram elevação nas divulgações mais recentes.",381,59,,atividade
267,2024-12-11,2,"As expectativas de inflação para 2024 e 2025 apuradas pela pesquisa Focus elevaram-se de forma relevante e encontram-se em torno de 4,8% e 4,6%, respectivamente. A projeção de inflação do Copom para o segundo trimestre de 2026, atual horizonte relevante de política monetária, situa-se em 4,0% no cenário de referência (Tabela 1).",330,52,,tabela
267,2024-12-11,3,"Em função da materialização de riscos, o Comitê avalia que o cenário se mostra menos incerto e mais adverso do que na reunião anterior. Persiste, no entanto, uma assimetria altista no balanço de riscos para os cenários prospectivos para a inflação. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma desancoragem das expectativas de inflação por período mais prolongado; (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais positivo; e (iii) uma conjunção de políticas econômicas externa e interna que tenham impacto inflacionário, por exemplo, por meio de uma taxa de câmbio persistentemente mais depreciada. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sobre a desinflação global se mostrarem mais fortes do que o esperado.",953,152,,riscos_alta
267,2024-12-11,4,"O Comitê tem acompanhado com atenção como os desenvolvimentos recentes da política fiscal impactam a política monetária e os ativos financeiros. A percepção dos agentes econômicos sobre o recente anúncio fiscal afetou, de forma relevante, os preços de ativos e as expectativas dos agentes, especialmente o prêmio de risco, as expectativas de inflação e a taxa de câmbio. Avaliou-se que tais impactos contribuem para uma dinâmica inflacionária mais adversa.",456,69,,expectativas
267,2024-12-11,5,"O cenário mais recente é marcado por desancoragem adicional das expectativas de inflação, elevação das projeções de inflação, dinamismo acima do esperado na atividade e maior abertura do hiato do produto, o que exige uma política monetária ainda mais contracionista.",266,40,,expectativas
267,2024-12-11,6,"O Copom então decidiu realizar um ajuste de maior magnitude, elevando a taxa básica de juros em 1,00 ponto percentual, para 12,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",469,76,,decisao
267,2024-12-11,7,"Diante de um cenário mais adverso para a convergência da inflação, o Comitê antevê, em se confirmando o cenário esperado, ajustes de mesma magnitude nas próximas duas reuniões. A magnitude total do ciclo de aperto monetário será ditada pelo firme compromisso de convergência da inflação à meta e dependerá da evolução da dinâmica da inflação, em especial dos componentes mais sensíveis à atividade econômica e à política monetária, das projeções de inflação, das expectativas de inflação, do hiato do produto e do balanço de riscos.",532,85,,expectativas
267,2024-12-11,8,"Votaram por essa decisão os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Gabriel Muricca Galípolo, Otávio Ribeiro Damaso, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",292,43,,votacao
267,2024-12-11,11,Projeções de inflação no cenário de referência,46,7,,inflacao
267,2024-12-11,12,Variação do IPCA acumulada em quatro trimestres (%),51,8,,inflacao
267,2024-12-11,13,"No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,95/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária “verde"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento usual.",462,80,,premissas
268,2025-01-29,1,"O ambiente externo permanece desafiador em função, principalmente, da conjuntura e da política econômica nos Estados Unidos, o que suscita mais dúvidas sobre os ritmos da desaceleração, da desinflação e, consequentemente, sobre a postura do Fed. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário externo segue exigindo cautela por parte de países emergentes.",533,80,,cenario_externo
268,2025-01-29,2,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho tem apresentado dinamismo. A inflação cheia e as medidas subjacentes mantiveram-se acima da meta para a inflação e novamente apresentaram elevação nas divulgações mais recentes.",285,42,,atividade
268,2025-01-29,3,"As expectativas de inflação para 2025 e 2026 apuradas pela pesquisa Focus elevaram-se de forma relevante e situam-se em 5,5% e 4,2%, respectivamente. A projeção de inflação do Copom para o terceiro trimestre de 2026, atual horizonte relevante de política monetária, situa-se em 4,0% no cenário de referência (Tabela 1).",319,50,,tabela
268,2025-01-29,4,"Persiste uma assimetria altista no balanço de riscos para os cenários prospectivos para a inflação. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma desancoragem das expectativas de inflação por período mais prolongado; (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais positivo; e (iii) uma conjunção de políticas econômicas externa e interna que tenham impacto inflacionário maior que o esperado, por exemplo, por meio de uma taxa de câmbio persistentemente mais depreciada. Entre os riscos de baixa, ressaltam-se (i) impactos sobre o cenário de inflação de uma eventual desaceleração da atividade econômica doméstica mais acentuada do que a projetada; e (ii) um cenário menos inflacionário para economias emergentes decorrente de choques sobre o comércio internacional e sobre as condições financeiras globais.",926,141,,riscos_alta
268,2025-01-29,5,"O Comitê segue acompanhando com atenção como os desenvolvimentos da política fiscal impactam a política monetária e os ativos financeiros. A percepção dos agentes econômicos sobre o regime fiscal e a sustentabilidade da dívida segue impactando, de forma relevante, os preços de ativos e as expectativas dos agentes.",315,48,,fiscal
268,2025-01-29,6,"O cenário mais recente é marcado por desancoragem adicional das expectativas de inflação, elevação das projeções de inflação, resiliência na atividade econômica e pressões no mercado de trabalho, o que exige uma política monetária mais contracionista.",251,36,,expectativas
268,2025-01-29,7,"O Copom então decidiu elevar a taxa básica de juros em 1,00 ponto percentual, para 13,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",428,70,,decisao
268,2025-01-29,8,"Diante da continuidade do cenário adverso para a convergência da inflação, o Comitê antevê, em se confirmando o cenário esperado, um ajuste de mesma magnitude na próxima reunião. Para além da próxima reunião, o Comitê reforça que a magnitude total do ciclo de aperto monetário será ditada pelo firme compromisso de convergência da inflação à meta e dependerá da evolução da dinâmica da inflação, em especial dos componentes mais sensíveis à atividade econômica e à política monetária, das projeções de inflação, das expectativas de inflação, do hiato do produto e do balanço de riscos.",585,94,,forward_guidance
268,2025-01-29,9,"Votaram por essa decisão os seguintes membros do Comitê: Gabriel Muricca Galípolo (presidente), Ailton de Aquino Santos, Diogo Abry Guillen, Gilneu Francisco Astolfi Vivan, Izabela Moreira Correa, Nilton José Schneider David, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",295,42,,votacao
268,2025-01-29,12,Projeções de inflação no cenário de referência,46,7,,inflacao
268,2025-01-29,13,Variação do IPCA acumulada em quatro trimestres (%),51,8,,inflacao
268,2025-01-29,14,"No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$6,00/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária “verde"" em dezembro de 2025. O valor para o câmbio foi obtido pelo procedimento usual. ​",454,78,,premissas
269,2025-03-19,0,"​O ambiente externo permanece desafiador em função da conjuntura e da política econômica nos Estados Unidos, principalmente pela incerteza acerca de sua política comercial e de seus efeitos. Esse contexto tem gerado ainda mais dúvidas sobre os ritmos da desaceleração, da desinflação e, consequentemente, sobre a postura do Fed e acerca do ritmo de crescimento nos demais países. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário externo segue exigindo cautela por parte de países emergentes.",667,102,,cenario_externo
269,2025-03-19,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho tem apresentado dinamismo, ainda que sinais sugiram uma incipiente moderação no crescimento. A inflação cheia e as medidas subjacentes mantiveram-se acima da meta para a inflação e novamente apresentaram elevação nas divulgações mais recentes.",351,51,,atividade
269,2025-03-19,2,"As expectativas de inflação para 2025 e 2026 apuradas pela pesquisa Focus elevaram-se de forma relevante e situam-se em 5,7% e 4,5%, respectivamente. A projeção de inflação do Copom para o terceiro trimestre de 2026, atual horizonte relevante de política monetária, situa-se em 3,9% no cenário de referência (Tabela 1).",319,50,,tabela
269,2025-03-19,3,"Persiste uma assimetria altista no balanço de riscos para os cenários prospectivos para a inflação. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma desancoragem das expectativas de inflação por período mais prolongado; (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais positivo; e (iii) uma conjunção de políticas econômicas externa e interna que tenham impacto inflacionário maior que o esperado, por exemplo, por meio de uma taxa de câmbio persistentemente mais depreciada. Entre os riscos de baixa, ressaltam-se (i) impactos sobre o cenário de inflação de uma eventual desaceleração da atividade econômica doméstica mais acentuada do que a projetada; e (ii) um cenário menos inflacionário para economias emergentes decorrente de choques sobre o comércio internacional e sobre as condições financeiras globais.",926,141,,riscos_alta
269,2025-03-19,4,"O Comitê segue acompanhando com atenção como os desenvolvimentos da política fiscal impactam a política monetária e os ativos financeiros. A percepção dos agentes econômicos sobre o regime fiscal e a sustentabilidade da dívida segue impactando, de forma relevante, os preços de ativos e as expectativas dos agentes.",315,48,,fiscal
269,2025-03-19,5,"O cenário mais recente é marcado por desancoragem adicional das expectativas de inflação, projeções de inflação elevadas, resiliência na atividade econômica e pressões no mercado de trabalho, o que exige uma política monetária mais contracionista.",247,35,,expectativas
269,2025-03-19,6,"O Copom então decidiu elevar a taxa básica de juros em 1,00 ponto percentual, para 14,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",428,70,,decisao
269,2025-03-19,7,"Diante da continuidade do cenário adverso para a convergência da inflação, da elevada incerteza e das defasagens inerentes ao ciclo de aperto monetário em curso, o Comitê antevê, em se confirmando o cenário esperado, um ajuste de menor magnitude na próxima reunião. Para além da próxima reunião, o Comitê reforça que a magnitude total do ciclo de aperto monetário será ditada pelo firme compromisso de convergência da inflação à meta e dependerá da evolução da dinâmica da inflação, em especial dos componentes mais sensíveis à atividade econômica e à política monetária, das projeções de inflação, das expectativas de inflação, do hiato do produto e do balanço de riscos.",672,108,,forward_guidance
269,2025-03-19,8,"Votaram por essa decisão os seguintes membros do Comitê: Gabriel Muricca Galípolo (presidente), Ailton de Aquino Santos, Diogo Abry Guillen, Gilneu Francisco Astolfi Vivan, Izabela Moreira Correa, Nilton José Schneider David, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",295,42,,votacao
269,2025-03-19,11,Projeções de inflação no cenário de referência,46,7,,inflacao
269,2025-03-19,12,Variação do IPCA acumulada em quatro trimestres (%),51,8,,inflacao
269,2025-03-19,13,"No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,80/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária “verde"" em dezembro de 2025. O valor para o câmbio foi obtido pelo procedimento usual.",452,77,,premissas
270,2025-05-07,0,"​ O a mbiente externo mo stra-se adverso e particularmente incerto em função da conjuntura e da política econômica nos Estados Unidos, principalmente acerca de sua política comercial e de seus efeitos. A política comercial alimenta incertezas sobre a economia global, notadamente acerca da m​agnitude da desaceleração econômica e sobre o efeito heterogêneo no cenário inflacionário entre os países, com repercussões relevantes sobre a condução da política monetária. Além disso, o comportamento e a volatilidade de diferentes classes de ativos também têm sido afetados, com fortes reflexos nas condições financeiras globais. Tal cenário segue exigindo cautela por parte de países emergentes em ambiente de maior tensão geopolítica.",731,107,,cenario_externo
270,2025-05-07,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho ainda tem apresentado dinamismo, mas observa-se uma incipiente moderação no crescimento. Nas divulgações mais recentes, a inflação cheia e as medidas subjacentes mantiveram-se acima da meta para a inflação.",314,46,,atividade
270,2025-05-07,2,"As expectativas de inflação para 2025 e 2026 apuradas pela pesquisa Focus permanecem em valores acima da meta, situando-se em 5,5% e 4,5%, respectivamente. A projeção de inflação do Copom para o ano de 2026, atual horizonte relevante de política monetária, situa-se em 3,6% no cenário de referência (Tabela 1).",310,50,,tabela
270,2025-05-07,3,"Os riscos para a inflação, tanto de alta quanto de baixa, estão mais elevados do que o usual. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma desancoragem das expectativas de inflação por período mais prolongado; (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais positivo; e (iii) uma conjunção de políticas econômicas externa e interna que tenham impacto inflacionário maior que o esperado, por exemplo, por meio de uma taxa de câmbio persistentemente mais depreciada. Entre os riscos de baixa, ressaltam-se (i) uma eventual desaceleração da atividade econômica doméstica mais acentuada do que a projetada, tendo impactos sobre o cenário de inflação; (ii) uma desaceleração global mais pronunciada decorrente do choque de comércio e de um cenário de maior incerteza; e (iii) uma redução nos preços das commodities com efeitos desinflacionários.",959,151,,riscos_alta
270,2025-05-07,4,"A conjuntura externa, em particular os desenvolvimentos da política comercial norte-americana, e a conjuntura doméstica, em particular a política fiscal, têm impactado os preços de ativos e as expectativas dos agentes. O Comitê segue acompanhando com atenção como os desenvolvimentos da política fiscal impactam a política monetária e os ativos financeiros. O cenário segue sendo marcado por expectativas desancoradas, projeções de inflação elevadas, resiliência na atividade econômica e pressões no mercado de trabalho. Tal cenário prescreve uma política monetária em patamar significativamente contracionista por período prolongado para assegurar a convergência da inflação à meta.",683,94,,fiscal
270,2025-05-07,5,"O Copom decidiu elevar a taxa básica de juros em 0,50 ponto percentual, para 14,75% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",422,69,,decisao
270,2025-05-07,6,"Para a próxima reunião, o cenário de elevada incerteza, aliado ao estágio avançado do ciclo de ajuste e seus impactos acumulados ainda por serem observados, demanda cautela adicional na atuação da política monetária e flexibilidade para incorporar os dados que impactem a dinâmica de inflação.",293,45,,forward_guidance
270,2025-05-07,7,"O Comitê se manterá vigilante e a calibragem do aperto monetário apropriado seguirá guiada pelo objetivo de trazer a inflação à meta no horizonte relevante e dependerá da evolução da dinâmica da inflação, em especial dos componentes mais sensíveis à atividade econômica e à política monetária, das projeções de inflação, das expectativas de inflação, do hiato do produto e do balanço de riscos.",394,63,,expectativas
270,2025-05-07,8,"Votaram por essa decisão os seguintes membros do Comitê: Gabriel Muricca Galípolo (presidente), Ailton de Aquino Santos, Diogo Abry Guillen, Gilneu Francisco Astolfi Vivan, Izabela Moreira Correa, Nilton José Schneider David, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",295,42,,votacao
270,2025-05-07,10,Projeções de inflação no cenário de referência,46,7,,inflacao
270,2025-05-07,11,Variação do IPCA acumulada em quatro trimestres (%),51,8,,inflacao
270,2025-05-07,12,"No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,70/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária “verde"" em dezembro de 2025 e de 2026. O valor para o câmbio foi obtido pelo procedimento usual.",462,80,,premissas
271,2025-06-18,0,"​O ambiente externo mantém-se adverso e particularmente incerto em função da conjuntura e da política econômica nos Estados Unidos, principalmente acerca de suas políticas comercial e fiscal e de seus respectivos efeitos. Além disso, o comportamento e a volatilidade de diferentes classes de ativos também têm sido afetados, com reflexos nas condições financeiras globais. Tal cenário segue exigindo cautela por parte de países emergentes em ambiente de acirramento da tensão geopolítica.",488,71,,cenario_externo
271,2025-06-18,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho ainda tem apresentado algum dinamismo, mas observa-se certa moderação no crescimento. Nas divulgações mais recentes, a inflação cheia e as medidas subjacentes mantiveram-se acima da meta para a inflação.",311,46,,atividade
271,2025-06-18,2,"As expectativas de inflação para 2025 e 2026 apuradas pela pesquisa Focus permanecem em valores acima da meta, situando-se em 5,2% e 4,5%, respectivamente. A projeção de inflação do Copom para o ano de 2026, atual horizonte relevante de política monetária, situa-se em 3,6% no cenário de referência (Tabela 1).",310,50,,tabela
